input,label
thanks to an astonishingly witless script,0
The town has kind of an authentic feel,1
an example to up-and-coming documentarians,1
play well,1
excellent use of music,1
the rest of us will be lulled into a coma .,0
captivating and,1
Parker should be commended for taking a fresh approach to familiar material,1
entertaining comedy,1
s How to Kill Your Neighbor 's Dog is slight but unendurable .,0
on its lack of empathy,0
the lead actor phones in his autobiographical performance,0
this overheated melodrama,0
Personal Velocity,1
"Coppola 's directorial debut is an incredibly layered and stylistic film that , despite a fairly slow paced , almost humdrum approach to character development , still manages at least a decent attempt at meaningful cinema .",1
is n't as compelling or as believable as it should be .,0
its social and political potential,1
the utter authority of a genre gem,1
are head and shoulders above much of the director 's previous popcorn work,1
to stave off doldrums,0
lovely and beautifully,1
"Even in terms of the low-grade cheese standards on which it operates , it never quite makes the grade as tawdry trash .",0
anger and,0
enjoyed as a work of fiction inspired by real-life events,1
contriving,0
"The movie is hardly a masterpiece , but it does mark Ms. Bullock 's best work in some time",1
Duvall 's,1
snazzy dialogue,1
"Return to Never Land is reliable , standard Disney animated fare , with enough creative energy and wit to entertain all ages .",1
pointless meditation on losers in a gone-to-seed hotel .,0
wastes an exceptionally good idea,0
"nearly as graphic but much more powerful ,",1
If that does n't clue you in that something 's horribly wrong,0
", wildly gruesome",0
This is the case of a pregnant premise being wasted by a script that takes few chances and manages to insult the intelligence of everyone in the audience .,0
"Content merely to lionize its title character and exploit his anger - all for easy sanctimony , formulaic thrills and a ham-fisted sermon on the need for national health insurance .",0
"lusty , boisterous and utterly charming",1
woe-is-me,0
"Violent , vulgar and forgettably entertaining .",0
real and,1
"The script is a tired one , with few moments of joy rising above the stale material .",0
"Worthless , from its pseudo-rock-video opening to the idiocy of its last frames",0
played-out,0
"When all is said and done , she loves them to pieces -- and so , I trust , will you .",1
an enjoyably,1
", pasty lumpen",0
you would n't turn down a big bowl of that,1
is the script 's endless assault of embarrassingly ham-fisted sex jokes,0
"consider what New Best Friend does not have , beginning with the minor omission of a screenplay",0
to extremist name-calling,0
gives a portrayal as solid and as perfect as his outstanding performance as Bond in Die Another Day,1
is a rambling and incoherent manifesto about the vagueness of topical excess,0
"might have been saved if the director , Tom Dey , had spliced together bits and pieces of Midnight Run and 48 Hours -LRB- and , for that matter , Shrek -RRB- .",0
a really bad imitation,0
"feel uneasy , even queasy , because -LRB- Solondz 's -RRB- cool compassion",0
A lively and engaging examination,1
a monstrous murk,0
clueless and,0
donna,1
"s fun , wispy , wise and surprisingly inoffensive",1
flop,0
in an intriguing bit of storytelling,1
"it still comes from Spielberg , who has never made anything that was n't at least watchable",1
will touch the heart of anyone old enough to have earned a 50-year friendship,1
a con artist and,1
"I thought the relationships were wonderful , the comedy was funny , and the love ` real '",1
deserves a better vehicle,0
"meandering , Norton has to recite bland police procedural details , Fiennes wanders around in an attempt to seem weird and distanced , Hopkins looks like a drag queen",0
"Weighted down with slow , uninvolving storytelling and",0
capable of anteing up some movie star charisma,1
of critical overkill,0
While it can be a bit repetitive,0
fantastically vital,1
moments of spontaneous creativity and authentic co-operative interaction,1
the terrifying message,0
"but something far more stylish and cerebral -- and , hence , more chillingly effective",1
recycle images and characters that were already tired 10 years ago,0
finds a consistent tone and,1
"Has none of the crackle of `` Fatal Attraction '' , `` 9 1\/2 Weeks '' , or even `` Indecent Proposal '' , and feels more like Lyne 's stolid remake of `` Lolita ''",0
"A depraved , incoherent , instantly disposable piece",0
inoffensive,0
"frantic and fun , but also soon forgotten",1
of disconnection,0
than a stylish exercise in revisionism whose point,0
I imagined a movie ever could be,1
"a screenplay that forces them into bizarre , implausible behavior",0
"looks like the six-time winner of the Miss Hawaiian Tropic Pageant , so I do n't know what she 's doing in here",0
painfully flat gross-out comedy,0
turn Bill Paxton into an A-list director,1
"here his sense of story and his juvenile camera movements smack of a film school undergrad ,",0
"otherwise appalling , and downright creepy ,",0
much worse than bland or,0
"Its flame-like , roiling black-and-white inspires trembling and gratitude .",1
"a fluid , no-nonsense authority",1
"I just saw this movie ... well , it 's probably not accurate to call it a movie",0
One of the more glaring signs of this movie 's servitude to its superstar,0
A charmer from Belgium,1
something to be said for a studio-produced film that never bothers to hand viewers a suitcase full of easy answers,1
"Jonah 's despair -- in all its agonizing , Catch-22 glory --",1
"If you 're down for a silly hack-and-slash flick , you can do no wrong with Jason X.",1
gorgeously,1
"Bolstered by an astonishing voice cast -LRB- excepting Love Hewitt -RRB- , an interesting racial tension , and a storyline that I have n't encountered since at least Pete 's Dragon",1
"uncomfortably timely , relevant",1
Pink Floyd tickets,1
is almost certainly,1
the timeless danger of emotions repressed,0
is strictly a lightweight escapist film .,1
packed with subplots involving the various Silbersteins that it feels more like the pilot episode of a TV series than a feature film,0
"layered , well-developed characters and some surprises",1
"Insomnia does not become one of those rare remakes to eclipse the original , but it does n't disgrace it , either",1
a certain sense of experimentation and improvisation to this film that may not always work,0
can I think of a very good reason to rush right out and see it,1
humanizing,1
"those who like quirky , slightly strange French films",1
over this `` un-bear-able '' project,0
is so often nearly nothing,0
To build a feel-good fantasy around a vain dictator-madman,0
"the uncanny , inevitable and seemingly shrewd facade of movie-biz farce",0
", the movie stirs us as well .",1
from `` promising '',1
increasingly disturbed,0
"the good ,",1
ultimately succumbs to cliches and pat storytelling,0
courageous Scottish lady,1
Me Without You '' is a probing examination of a female friendship set against a few dynamic decades .,1
style and wit,1
The story 's pathetic and the gags are puerile .,0
a truly magical movie,1
the relationships were wonderful,1
A DOA dud from frame one .,0
"The whole affair , true story or not , feels incredibly hokey ... -LRB- it -RRB- comes off like a Hallmark commercial .",0
